Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egz.
Vardas397 Pavardė397 10 10 8 6 10 8 2 4 6 3 2
Vardas398 Pavardė398 3 3 8 9 9 3 9 7 7 3 9
Vardas399 Pavardė399 2 10 8 6 3 1 2 9 9 6 10
Vardas400 Pavardė400 5 8 9 4 10 4 5 1 1 4 9
Vardas401 Pavardė401 5 9 1 4 1 10 1 9 8 7 5
Vardas402 Pavardė402 8 6 10 9 8 10 2 10 8 5 2
Vardas403 Pavardė403 9 5 1 6 5 5 7 10 1 6 3
Vardas404 Pavardė404 10 5 2 5 3 2 5 6 4 4 10
Vardas405 Pavardė405 8 5 4 7 2 8 10 2 4 7 3
Vardas406 Pavardė406 4 6 10 3 3 8 4 4 1 1 5
Vardas407 Pavardė407 7 10 8 10 1 4 8 4 6 9 5
Vardas408 Pavardė408 8 6 9 7 3 3 8 6 8 2 9
Vardas409 Pavardė409 1 3 1 10 9 10 5 7 2 6 5
Vardas410 Pavardė410 1 3 7 10 1 4 9 1 5 2 1
Vardas411 Pavardė411 9 6 9 7 3 3 5 1 3 9 7
Vardas412 Pavardė412 2 6 7 2 8 8 6 3 8 3 4
Vardas413 Pavardė413 6 2 7 1 1 7 3 6 8 4 5
Vardas414 Pavardė414 2 4 5 7 6 9 7 9 5 9 3
Vardas415 Pavardė415 10 1 5 10 2 7 10 3 3 9 2
Vardas416 Pavardė416 8 6 7 10 5 3 4 5 5 4 1
Vardas417 Pavardė417 2 7 9 2 7 2 4 1 5 3 1
Vardas418 Pavardė418 9 8 6 10 9 1 3 9 5 10 7
Vardas419 Pavardė419 6 10 6 1 6 2 7 6 3 8 9
Vardas420 Pavardė420 7 5 6 8 7 6 7 7 4 5 2
Vardas421 Pavardė421 4 4 10 1 1 2 5 6 6 4 3
Vardas422 Pavardė422 6 7 5 6 2 9 7 4 3 7 7
Vardas423 Pavardė423 2 9 2 5 9 9 10 4 8 7 9
Vardas424 Pavardė424 4 10 10 5 6 6 2 3 4 5 2
Vardas425 Pavardė425 3 1 5 8 2 5 1 9 8 7 6
Vardas426 Pavardė426 10 4 2 5 3 7 9 5 6 10 9
Vardas427 Pavardė427 8 3 2 3 1 6 7 5 7 9 7
Vardas428 Pavardė428 1 9 6 6 10 6 10 2 9 5 9
Vardas429 Pavardė429 5 2 6 2 1 3 5 2 10 1 4
Vardas430 Pavardė430 3 3 9 9 3 9 7 10 4 4 2
Vardas431 Pavardė431 2 7 2 5 4 1 5 1 2 5 5
Vardas432 Pavardė432 3 6 10 3 10 2 4 4 7 5 7
Vardas433 Pavardė433 2 4 2 4 2 9 10 10 5 7 5
Vardas434 Pavardė434 9 1 5 1 5 9 6 8 10 7 3
Vardas435 Pavardė435 9 10 5 1 8 7 4 4 4 6 5
Vardas436 Pavardė436 2 7 6 6 4 7 8 8 8 9 9
Vardas437 Pavardė437 10 2 9 7 4 9 2 8 6 5 7
Vardas438 Pavardė438 3 7 10 4 4 6 8 7 8 5 8
Vardas439 Pavardė439 8 7 3 6 1 9 8 4 6 3 7
Vardas440 Pavardė440 6 4 6 2 4 7 10 4 7 4 8
Vardas441 Pavardė441 2 2 6 6 8 1 10 8 1 10 3
Vardas442 Pavardė442 9 4 10 6 5 4 7 2 6 2 1
Vardas443 Pavardė443 4 7 6 10 6 9 5 5 7 8 1
Vardas444 Pavardė444 8 8 2 8 4 6 1 1 10 3 3
Vardas445 Pavardė445 2 2 6 3 4 7 4 5 2 1 4
Vardas446 Pavardė446 5 3 9 4 7 8 5 7 10 10 10
Vardas447 Pavardė447 9 8 2 10 5 4 10 4 10 3 4
Vardas448 Pavardė448 2 9 4 10 2 8 9 2 5 7 8
Vardas449 Pavardė449 2 3 2 4 2 3 10 3 8 6 6
Vardas450 Pavardė450 5 3 3 9 10 3 2 8 2 7 8
Vardas451 Pavardė451 7 9 1 8 10 5 5 4 10 3 5
Vardas452 Pavardė452 8 9 3 2 5 2 1 8 1 3 4
Vardas453 Pavardė453 2 10 7 10 10 4 3 5 3 4 8
Vardas454 Pavardė454 5 2 9 7 2 7 6 3 9 8 4
Vardas455 Pavardė455 5 10 1 3 8 3 4 4 5 6 10
Vardas456 Pavardė456 9 7 9 2 4 2 7 10 10 4 5
Vardas457 Pavardė457 4 7 7 1 3 8 2 3 10 4 8
Vardas458 Pavardė458 4 1 9 4 1 4 5 7 2 1 8
Vardas459 Pavardė459 3 7 4 7 6 3 3 4 4 6 3
Vardas460 Pavardė460 5 9 4 4 2 2 8 10 2 10 9
Vardas461 Pavardė461 10 5 8 2 9 5 4 5 3 7 2
Vardas462 Pavardė462 1 10 5 9 9 3 1 1 2 5 1
Vardas463 Pavardė463 7 6 2 2 1 1 2 7 10 7 7
Vardas464 Pavardė464 5 2 8 9 10 10 8 7 2 5 5
Vardas465 Pavardė465 6 7 1 6 3 9 7 10 8 10 3
Vardas466 Pavardė466 8 3 6 9 3 5 6 1 9 3 6
Vardas467 Pavardė467 7 3 4 2 2 6 2 3 10 5 9
Vardas468 Pavardė468 5 10 6 9 5 4 8 6 9 2 3
Vardas469 Pavardė469 4 10 5 2 6 9 1 10 4 4 8
Vardas470 Pavardė470 3 10 7 8 4 7 10 3 6 8 4
Vardas471 Pavardė471 5 3 9 4 3 5 5 4 6 4 2
Vardas472 Pavardė472 3 3 3 7 4 4 2 9 3 1 3
Vardas473 Pavardė473 8 3 4 6 9 5 4 9 2 1 3
Vardas474 Pavardė474 4 9 2 6 1 1 5 3 8 3 3
Vardas475 Pavardė475 6 2 3 9 2 9 5 5 8 3 5
Vardas476 Pavardė476 2 3 9 2 1 3 8 10 8 8 10
Vardas477 Pavardė477 7 1 9 3 4 1 2 4 10 5 2
Vardas478 Pavardė478 4 3 2 4 2 8 2 3 7 7 2
Vardas479 Pavardė479 7 2 4 4 7 3 8 6 4 10 7
Vardas480 Pavardė480 1 1 2 10 3 3 3 10 10 9 5
Vardas481 Pavardė481 5 8 6 3 3 1 7 7 2 7 10
Vardas482 Pavardė482 6 10 10 7 3 2 7 7 9 2 4
Vardas483 Pavardė483 10 2 5 5 8 10 6 6 8 6 6
Vardas484 Pavardė484 3 8 7 1 1 8 6 6 10 2 8
Vardas485 Pavardė485 3 9 3 10 1 7 3 7 3 3 6
Vardas486 Pavardė486 4 7 2 4 3 10 9 1 10 9 7
Vardas487 Pavardė487 3 7 2 8 4 3 4 7 8 3 9
Vardas488 Pavardė488 1 7 1 10 7 3 4 7 4 4 4
Vardas489 Pavardė489 8 2 5 5 8 5 6 9 4 1 6
Vardas490 Pavardė490 8 3 1 3 7 4 7 1 8 3 4
Vardas491 Pavardė491 6 3 1 7 10 2 10 3 10 7 3
Vardas492 Pavardė492 1 8 3 1 4 4 2 3 5 9 9
Vardas493 Pavardė493 6 8 7 1 4 7 7 1 2 4 4
Vardas494 Pavardė494 9 7 1 4 10 9 8 9 7 3 7
Vardas495 Pavardė495 9 8 2 1 6 7 1 8 8 4 8
Vardas496 Pavardė496 3 7 9 5 5 4 7 6 6 9 4
Vardas497 Pavardė497 3 1 5 2 10 1 3 5 2 6 4
Vardas498 Pavardė498 5 2 4 7 3 5 9 6 8 8 8
Vardas499 Pavardė499 10 7 5 9 3 10 3 4 6 3 9
Vardas500 Pavardė500 5 8 8 10 2 10 4 9 6 2 4
Vardas501 Pavardė501 1 10 3 10 6 10 7 5 2 9 7
Vardas502 Pavardė502 6 3 8 4 4 4 7 5 3 6 2
Vardas503 Pavardė503 3 4 6 5 3 1 7 3 1 8 2
Vardas504 Pavardė504 5 8 3 4 4 7 8 1 2 2 4
Vardas505 Pavardė505 4 8 3 10 4 5 8 2 7 10 4
Vardas506 Pavardė506 2 4 2 2 1 8 4 2 1 3 6
Vardas507 Pavardė507 6 5 8 5 10 9 3 6 3 2 8
Vardas508 Pavardė508 4 7 5 2 7 8 1 2 6 4 9
Vardas509 Pavardė509 9 5 10 6 9 3 3 8 5 3 9
Vardas510 Pavardė510 6 7 2 1 9 5 7 1 9 2 6
Vardas511 Pavardė511 10 3 3 7 8 8 1 8 5 7 7
Vardas512 Pavardė512 5 5 1 8 3 2 3 3 6 8 5
Vardas513 Pavardė513 9 1 9 9 6 8 2 10 5 5 8
Vardas514 Pavardė514 8 5 8 10 5 5 7 8 9 3 6
Vardas515 Pavardė515 3 6 2 3 6 5 1 6 9 6 3
Vardas516 Pavardė516 4 6 6 1 4 4 10 2 9 8 9
Vardas517 Pavardė517 10 6 8 1 9 1 3 6 6 8 3
Vardas518 Pavardė518 3 10 3 9 9 2 9 4 10 1 9
Vardas519 Pavardė519 2 9 6 7 10 9 1 4 6 2 1
Vardas520 Pavardė520 8 8 5 4 2 8 6 8 3 1 9
Vardas521 Pavardė521 4 9 1 10 6 8 9 1 8 2 1
Vardas522 Pavardė522 10 7 1 4 8 8 2 8 6 3 2
Vardas523 Pavardė523 2 1 1 2 10 1 2 5 7 7 3
Vardas524 Pavardė524 6 1 3 2 4 3 6 2 5 10 8
Vardas525 Pavardė525 10 6 8 9 10 2 1 6 6 9 3
Vardas526 Pavardė526 9 2 2 5 9 7 8 5 2 4 9
Vardas527 Pavardė527 3 2 3 1 6 6 2 4 9 2 7
Vardas528 Pavardė528 2 5 9 8 8 4 7 3 1 6 8
Vardas529 Pavardė529 7 10 7 6 3 2 8 3 7 8 1
Vardas530 Pavardė530 6 3 2 10 6 5 8 4 7 4 6
Vardas531 Pavardė531 10 6 1 9 5 4 5 2 9 10 3
Vardas532 Pavardė532 3 9 9 1 6 1 4 8 4 8 9
Vardas533 Pavardė533 3 8 1 7 1 5 2 6 4 2 7
Vardas534 Pavardė534 1 9 10 10 10 4 2 6 4 3 4
Vardas535 Pavardė535 1 6 10 6 6 1 4 5 6 1 2
Vardas536 Pavardė536 2 5 2 7 5 4 10 2 3 8 7
Vardas537 Pavardė537 6 7 8 8 7 5 10 3 5 9 5
Vardas538 Pavardė538 8 4 10 1 10 4 7 4 9 8 5
Vardas539 Pavardė539 7 6 8 2 6 4 5 5 1 8 10
Vardas540 Pavardė540 9 9 8 1 4 9 6 4 8 8 1
Vardas541 Pavardė541 9 6 5 10 3 2 4 6 4 1 2
Vardas542 Pavardė542 7 3 8 8 3 3 3 7 4 7 9
Vardas543 Pavardė543 1 3 8 10 9 10 3 7 7 9 6
Vardas544 Pavardė544 2 10 7 2 8 10 5 3 1 9 6
Vardas545 Pavardė545 4 7 10 4 8 7 6 4 9 6 4
Vardas546 Pavardė546 7 9 5 7 8 4 8 2 9 4 2
Vardas547 Pavardė547 6 3 3 3 9 5 5 9 2 4 9
Vardas548 Pavardė548 9 2 3 7 8 8 10 4 5 5 7
Vardas549 Pavardė549 5 10 9 1 6 8 5 8 2 8 2
Vardas550 Pavardė550 8 4 3 7 2 9 3 9 6 3 2
Vardas551 Pavardė551 8 7 1 2 4 9 6 8 8 3 10
Vardas552 Pavardė552 9 3 9 6 4 7 2 3 4 2 8
Vardas553 Pavardė553 2 5 5 8 9 7 7 9 9 5 6
Vardas554 Pavardė554 1 9 8 6 6 9 8 1 9 10 2
Vardas555 Pavardė555 6 5 8 8 6 9 1 8 4 4 2
Vardas556 Pavardė556 5 9 1 2 5 6 4 1 8 2 6
Vardas557 Pavardė557 5 6 3 2 2 5 4 3 8 1 5
Vardas558 Pavardė558 5 7 3 8 10 8 9 1 6 4 8
Vardas559 Pavardė559 7 8 5 1 2 10 2 4 10 3 5
Vardas560 Pavardė560 5 1 10 4 5 9 6 5 8 10 9
Vardas561 Pavardė561 9 1 1 3 9 1 4 7 1 5 8
Vardas562 Pavardė562 7 8 5 2 6 5 2 8 9 3 1
Vardas563 Pavardė563 6 3 2 6 7 10 10 1 7 2 7
Vardas564 Pavardė564 10 8 1 3 10 10 4 6 6 2 6
Vardas565 Pavardė565 2 5 6 6 10 4 8 5 9 6 7
Vardas566 Pavardė566 8 6 4 9 8 5 7 8 5 2 4
Vardas567 Pavardė567 3 1 4 6 5 2 1 3 5 9 7
Vardas568 Pavardė568 9 3 7 4 8 2 7 9 6 2 6
Vardas569 Pavardė569 4 7 8 9 7 4 9 10 4 5 8
Vardas570 Pavardė570 6 3 5 3 6 1 7 8 7 10 4
Vardas571 Pavardė571 3 5 2 7 3 2 3 9 8 7 3
Vardas572 Pavardė572 9 4 9 5 1 1 1 10 9 2 1
Vardas573 Pavardė573 1 9 2 7 5 7 1 4 8 8 2
Vardas574 Pavardė574 4 8 6 2 2 9 3 3 8 10 2
Vardas575 Pavardė575 1 6 3 3 1 3 10 3 6 9 4
Vardas576 Pavardė576 10 10 8 7 9 6 7 1 9 5 5
Vardas577 Pavardė577 1 3 4 4 1 8 7 2 9 9 10
Vardas578 Pavardė578 10 4 10 3 8 3 3 10 7 8 3
Vardas579 Pavardė579 4 2 6 8 10 10 6 3 8 1 10
Vardas580 Pavardė580 9 7 4 10 9 7 10 7 6 9 7
Vardas581 Pavardė581 4 10 5 9 4 10 4 3 8 2 8
Vardas582 Pavardė582 5 5 6 6 10 4 10 3 4 3 2
Vardas583 Pavardė583 1 1 3 6 3 3 1 8 6 8 6
Vardas584 Pavardė584 8 8 5 1 7 7 10 4 3 6 10
Vardas585 Pavardė585 6 7 4 2 9 4 1 5 2 4 5
Vardas586 Pavardė586 8 3 7 7 4 4 10 6 4 10 9
Vardas587 Pavardė587 4 5 3 4 5 2 4 6 2 3 1
Vardas588 Pavardė588 7 6 7 2 3 1 10 4 9 4 7
Vardas589 Pavardė589 4 4 4 10 6 7 5 8 7 7 1
Vardas590 Pavardė590 10 1 7 8 3 4 9 9 2 7 6
Vardas591 Pavardė591 2 2 6 8 8 10 2 5 1 5 7
Vardas592 Pavardė592 1 10 9 9 10 4 10 2 3 4 5
Vardas593 Pavardė593 7 5 6 10 1 6 8 4 9 10 8
Vardas594 Pavardė594 2 9 1 2 1 9 4 4 4 8 4
Vardas595 Pavardė595 1 4 10 7 1 3 7 5 3 1 2
Vardas596 Pavardė596 9 10 10 5 9 9 4 4 1 10 4
Vardas597 Pavardė597 6 10 3 2 8 1 5 10 5 9 10
Vardas598 Pavardė598 3 2 9 10 2 7 3 10 2 9 3
Vardas599 Pavardė599 7 9 9 2 2 6 8 8 6 4 3
Vardas600 Pavardė600 3 7 6 5 8 10 8 2 2 6 10
Vardas601 Pavardė601 8 5 4 6 9 1 8 3 4 8 7
Vardas602 Pavardė602 9 8 1 1 4 5 3 7 3 3 6
Vardas603 Pavardė603 2 9 6 4 3 8 2 4 5 6 10
Vardas604 Pavardė604 3 1 10 4 5 10 6 2 4 4 5
Vardas605 Pavardė605 9 7 3 1 9 9 8 6 9 5 7
Vardas606 Pavardė606 3 6 6 4 4 3 5 3 4 7 2
Vardas607 Pavardė607 5 10 4 3 10 9 1 5 10 7 4
Vardas608 Pavardė608 6 8 9 6 5 8 4 7 6 10 3
Vardas609 Pavardė609 6 2 5 10 1 8 8 6 3 2 5
Vardas610 Pavardė610 7 1 9 10 1 10 7 10 8 7 9
Vardas611 Pavardė611 8 9 8 3 5 8 10 9 7 9 6
Vardas612 Pavardė612 6 3 9 5 10 6 10 5 9 4 7
Vardas613 Pavardė613 2 3 4 3 6 8 7 7 6 1 4
Vardas614 Pavardė614 10 9 9 1 7 4 4 10 2 5 10
Vardas615 Pavardė615 5 1 6 4 5 1 10 5 2 10 10
Vardas616 Pavardė616 10 6 7 1 6 9 3 7 5 2 9
Vardas617 Pavardė617 1 4 1 4 2 2 6 3 6 8 1
Vardas618 Pavardė618 3 2 7 5 1 4 7 3 1 5 2
Vardas619 Pavardė619 1 1 8 9 6 7 6 4 1 7 4
Vardas620 Pavardė620 7 10 10 7 9 9 1 3 5 3 9
Vardas621 Pavardė621 8 7 1 1 8 1 9 3 10 1 2
Vardas622 Pavardė622 6 3 1 6 4 7 8 10 1 2 8
Vardas623 Pavardė623 5 10 1 7 1 3 6 1 4 4 6
Vardas624 Pavardė624 9 6 5 2 8 4 3 6 9 5 8
Vardas625 Pavardė625 9 5 2 1 6 6 10 6 7 4 8
Vardas626 Pavardė626 8 7 6 8 6 4 1 8 3 3 8
Vardas627 Pavardė627 3 5 9 9 7 4 5 2 8 2 7
Vardas628 Pavardė628 5 4 6 5 6 5 6 5 7 7 7
Vardas629 Pavardė629 4 10 8 7 5 9 5 5 8 6 8
Vardas630 Pavardė630 7 8 2 3 8 4 8 2 7 3 9
Vardas631 Pavardė631 2 10 9 1 7 8 7 1 6 2 6
Vardas632 Pavardė632 2 6 1 1 6 4 5 3 2 4 9
Vardas633 Pavardė633 7 7 8 5 10 1 5 4 4 1 7
Vardas634 Pavardė634 7 3 5 6 3 8 10 3 8 2 1
Vardas635 Pavardė635 5 4 6 6 3 2 5 4 7 4 5
Vardas636 Pavardė636 4 6 8 5 4 3 10 1 7 3 3
Vardas637 Pavardė637 6 5 10 6 8 10 5 6 1 3 6
Vardas638 Pavardė638 5 9 3 10 7 1 2 3 5 3 3
Vardas639 Pavardė639 7 3 10 7 3 6 8 1 7 7 8
Vardas640 Pavardė640 2 5 4 2 9 9 10 3 9 3 1
Vardas641 Pavardė641 6 6 8 8 4 4 5 10 9 10 10
Vardas642 Pavardė642 3 4 3 1 5 2 9 7 2 9 10
Vardas643 Pavardė643 5 10 5 7 8 7 8 7 2 1 8
Vardas644 Pavardė644 1 5 6 2 1 1 10 8 9 8 3
Vardas645 Pavardė645 7 4 7 9 4 6 1 6 2 2 5
Vardas646 Pavardė646 5 5 3 7 9 3 5 2 6 2 9
Vardas647 Pavardė647 10 2 9 9 5 5 9 9 7 10 9
Vardas648 Pavardė648 1 4 5 4 6 6 9 10 6 4 6
Vardas649 Pavardė649 7 9 6 5 7 1 1 7 3 3 5
Vardas650 Pavardė650 7 8 9 7 3 6 2 1 1 5 6
Vardas651 Pavardė651 1 3 7 7 10 8 3 1 6 10 9
Vardas652 Pavardė652 2 1 3 5 5 5 9 7 3 2 2
Vardas653 Pavardė653 6 9 10 9 7 4 8 10 6 4 10
Vardas654 Pavardė654 5 2 9 2 1 2 3 9 7 6 5
Vardas655 Pavardė655 6 8 6 1 5 3 4 6 8 6 3
Vardas656 Pavardė656 6 3 4 9 1 3 2 1 7 5 4
Vardas657 Pavardė657 1 10 2 5 2 5 10 8 3 6 10
Vardas658 Pavardė658 1 6 1 7 7 8 9 9 8 4 10
Vardas659 Pavardė659 4 8 5 3 4 7 2 4 6 9 2
Vardas660 Pavardė660 4 4 5 7 10 9 10 6 3 10 9
Vardas661 Pavardė661 9 4 10 2 9 7 2 6 2 9 9
Vardas662 Pavardė662 10 6 6 3 10 5 5 3 2 8 3
Vardas663 Pavardė663 5 4 10 10 10 8 8 7 2 3 10
Vardas664 Pavardė664 2 6 8 1 9 5 3 3 10 8 8
Vardas665 Pavardė665 3 2 5 1 4 1 3 1 6 1 7
Vardas666 Pavardė666 7 8 3 4 5 2 9 10 3 8 6
Vardas667 Pavardė667 1 5 9 9 4 7 6 2 8 2 4
Vardas668 Pavardė668 5 10 1 3 10 7 7 4 8 8 5
Vardas669 Pavardė669 1 6 7 1 2 3 7 2 3 7 8
Vardas670 Pavardė670 8 8 8 6 2 6 5 7 5 1 8
Vardas671 Pavardė671 1 9 4 8 7 6 3 3 1 9 4
Vardas672 Pavardė672 5 3 9 10 2 1 8 8 3 5 10
Vardas673 Pavardė673 5 10 3 1 7 2 5 5 3 5 1
Vardas674 Pavardė674 3 1 9 1 5 6 10 9 5 2 1
Vardas675 Pavardė675 3 7 7 6 6 9 10 2 2 1 10
Vardas676 Pavardė676 1 7 9 3 5 1 6 5 8 5 10
Vardas677 Pavardė677 4 9 10 9 8 6 5 4 1 8 3
Vardas678 Pavardė678 6 10 9 2 6 9 7 2 10 4 5
Vardas679 Pavardė679 3 4 1 2 4 4 9 9 5 6 9
Vardas680 Pavardė680 9 4 3 5 2 10 3 5 9 8 4
Vardas681 Pavardė681 2 3 8 6 6 1 4 9 7 6 7
Vardas682 Pavardė682 10 4 5 6 8 10 6 3 8 10 4
Vardas683 Pavardė683 7 2 9 1 3 3 9 8 4 8 8
Vardas684 Pavardė684 10 5 9 8 8 1 3 4 10 7 4
Vardas685 Pavardė685 1 8 3 10 5 3 9 10 3 8 8
Vardas686 Pavardė686 9 7 10 9 5 6 1 5 5 8 8
Vardas687 Pavardė687 1 5 7 1 5 4 2 1 4 8 3
Vardas688 Pavardė688 5 10 3 2 10 3 7 6 4 9 1
Vardas689 Pavardė689 10 7 5 2 1 9 8 8 10 7 2
Vardas690 Pavardė690 7 1 6 4 3 3 1 8 7 2 2
Vardas691 Pavardė691 7 9 6 10 3 8 8 6 4 8 3
Vardas692 Pavardė692 3 10 3 1 8 7 6 3 10 4 7
Vardas693 Pavardė693 7 3 4 1 2 6 8 9 4 9 2
Vardas694 Pavardė694 1 9 7 1 10 10 8 2 1 4 4
Vardas695 Pavardė695 2 7 6 1 9 1 6 5 8 8 6
Vardas696 Pavardė696 6 7 9 1 3 6 10 4 2 10 4
Vardas697 Pavardė697 2 10 4 8 6 10 10 6 4 5 9
Vardas698 Pavardė698 3 2 10 4 4 7 9 10 2 5 3
Vardas699 Pavardė699 6 2 9 8 2 5 7 6 3 9 4
Vardas700 Pavardė700 3 7 7 7 8 8 7 2 2 9 9
Vardas701 Pavardė701 2 2 2 5 3 5 10 7 5 8 5
Vardas702 Pavardė702 2 1 3 7 9 1 1 9 7 1 3
Vardas703 Pavardė703 10 3 2 6 2 3 6 8 9 6 7
Vardas704 Pavardė704 9 6 1 1 3 5 4 10 4 6 2
Vardas705 Pavardė705 3 8 3 6 5 3 3 10 8 2 5
Vardas706 Pavardė706 3 5 3 4 1 4 9 3 7 5 1
Vardas707 Pavardė707 2 6 7 9 6 4 10 7 3 1 8
Vardas708 Pavardė708 5 1 6 8 6 9 5 4 9 1 7
Vardas709 Pavardė709 1 5 8 5 9 6 3 9 7 6 8
Vardas710 Pavardė710 4 6 6 1 7 4 10 1 10 7 1
Vardas711 Pavardė711 3 2 4 10 9 4 1 6 4 1 10
Vardas712 Pavardė712 5 7 7 4 7 6 1 2 6 2 7
Vardas713 Pavardė713 7 1 10 7 3 10 6 10 4 9 3
Vardas714 Pavardė714 4 10 10 4 8 6 2 2 8 5 2
Vardas715 Pavardė715 8 8 6 5 7 10 8 2 1 6 10
Vardas716 Pavardė716 6 4 5 5 5 8 4 10 7 10 1
Vardas717 Pavardė717 1 9 1 3 6 7 2 3 9 4 7
Vardas718 Pavardė718 4 5 2 10 3 2 8 4 7 10 4
Vardas719 Pavardė719 3 7 9 1 5 5 3 4 2 2 5
Vardas720 Pavardė720 9 2 6 1 10 6 1 10 9 6 8
Vardas721 Pavardė721 1 5 3 8 4 9 3 2 4 3 7
Vardas722 Pavardė722 6 4 6 5 4 10 2 9 4 1 3
Vardas723 Pavardė723 1 6 4 3 6 3 7 10 2 1 4
Vardas724 Pavardė724 8 9 6 1 1 6 10 2 3 10 9
Vardas725 Pavardė725 8 10 1 10 6 3 5 4 1 5 6
Vardas726 Pavardė726 6 1 2 5 9 7 10 3 6 8 1
Vardas727 Pavardė727 6 2 2 5 1 1 6 6 7 9 4
Vardas728 Pavardė728 6 8 5 1 9 3 10 2 5 8 9
Vardas729 Pavardė729 3 9 1 2 2 3 1 6 7 10 10
Vardas730 Pavardė730 9 5 9 9 10 3 4 7 7 5 1
Vardas731 Pavardė731 3 4 8 6 10 3 9 9 3 5 1
Vardas732 Pavardė732 4 3 1 5 8 7 2 3 1 8 10
Vardas733 Pavardė733 5 5 3 4 10 9 6 8 3 9 6
Vardas734 Pavardė734 10 2 10 8 9 6 7 7 9 9 3
Vardas735 Pavardė735 1 5 2 7 3 1 4 3 6 2 1
Vardas736 Pavardė736 8 9 8 8 5 2 7 2 5 1 10
Vardas737 Pavardė737 1 1 5 1 4 9 7 6 5 8 5
Vardas738 Pavardė738 9 2 4 1 1 8 1 4 10 7 8
Vardas739 Pavardė739 1 9 1 1 1 10 9 7 3 1 5
Vardas740 Pavardė740 10 2 1 1 10 7 1 8 10 4 4
Vardas741 Pavardė741 10 7 6 3 8 1 9 7 7 6 1
Vardas742 Pavardė742 7 5 7 2 2 1 5 6 6 10 5
Vardas743 Pavardė743 7 8 8 4 4 5 4 1 10 1 6
Vardas744 Pavardė744 2 5 3 9 10 9 8 3 6 8 7
Vardas745 Pavardė745 4 9 4 2 7 7 2 10 8 2 4
Vardas746 Pavardė746 5 4 8 8 1 7 9 3 9 3 7
Vardas747 Pavardė747 8 3 10 6 9 7 1 1 6 10 4
Vardas748 Pavardė748 3 4 5 6 9 2 6 3 3 2 9
Vardas749 Pavardė749 6 7 1 2 7 6 6 9 9 4 3
Vardas750 Pavardė750 10 9 1 5 9 9 9 7 7 3 5
Vardas751 Pavardė751 1 2 4 2 6 3 7 8 5 1 10
Vardas752 Pavardė752 3 2 5 3 2 8 7 9 7 8 9
Vardas753 Pavardė753 2 7 9 1 1 4 2 6 9 5 4
Vardas754 Pavardė754 10 9 4 9 7 10 9 3 5 8 4
Vardas755 Pavardė755 1 3 1 7 4 2 8 5 1 4 4
Vardas756 Pavardė756 6 6 6 7 10 6 1 4 1 6 2
Vardas757 Pavardė757 2 8 3 1 4 2 7 10 4 6 5
Vardas758 Pavardė758 4 8 9 2 9 7 8 5 3 4 5
Vardas759 Pavardė759 2 7 1 3 1 4 10 7 10 5 2
Vardas760 Pavardė760 7 6 10 9 4 10 9 2 9 10 1
Vardas761 Pavardė761 5 5 6 3 4 9 5 7 7 10 9
Vardas762 Pavardė762 10 7 10 9 7 2 5 3 5 9 7
Vardas763 Pavardė763 9 9 7 6 6 9 4 2 8 7 5
Vardas764 Pavardė764 7 10 9 7 9 5 10 1 8 4 1
Vardas765 Pavardė765 9 6 5 1 3 10 1 7 10 2 2
Vardas766 Pavardė766 7 6 6 7 1 7 9 6 3 10 8
Vardas767 Pavardė767 6 10 2 5 3 1 2 10 3 7 5
Vardas768 Pavardė768 7 5 8 2 8 8 9 8 4 5 8
Vardas769 Pavardė769 3 7 7 10 2 9 4 4 2 1 7
Vardas770 Pavardė770 7 1 2 10 5 4 6 2 2 4 10
Vardas771 Pavardė771 3 5 5 9 10 7 3 1 9 1 1
Vardas772 Pavardė772 7 8 7 2 4 10 7 3 8 9 4
Vardas773 Pavardė773 6 10 8 9 3 2 4 9 5 3 1
Vardas774 Pavardė774 8 9 9 4 10 6 4 6 4 5 4
Vardas775 Pavardė775 5 1 7 5 5 1 3 5 4 10 4
Vardas776 Pavardė776 6 7 10 5 8 1 3 3 8 6 1
Vardas777 Pavardė777 4 4 7 5 6 5 4 6 1 10 1
Vardas778 Pavardė778 3 3 4 1 10 2 10 8 4 10 1
Vardas779 Pavardė779 8 1 8 4 6 1 4 3 3 5 6
Vardas780 Pavardė780 2 3 10 7 9 10 7 9 6 4 5
Vardas781 Pavardė781 5 10 6 5 10 9 10 5 1 1 5
Vardas782 Pavardė782 5 2 6 8 10 10 4 8 7 9 10
Vardas783 Pavardė783 6 8 9 4 9 10 4 4 6 10 8
Vardas784 Pavardė784 3 1 6 5 7 3 3 7 9 10 8
Vardas785 Pavardė785 5 2 4 5 10 4 7 3 10 2 6
Vardas786 Pavardė786 5 9 7 1 2 1 9 3 7 1 4
Vardas787 Pavardė787 9 1 9 8 8 2 1 9 2 7 2
Vardas788 Pavardė788 5 4 8 5 1 6 5 5 7 6 4
Vardas789 Pavardė789 10 4 4 8 8 9 8 1 10 3 10
Vardas790 Pavardė790 9 5 1 10 8 5 1 6 4 6 7
Vardas791 Pavardė791 10 6 7 8 2 4 6 2 3 3 1
Vardas792 Pavardė792 9 1 1 8 1 10 1 9 3 6 7
Vardas793 Pavardė793 6 8 6 7 8 4 6 7 6 10 6
Vardas794 Pavardė794 5 3 2 1 6 10 1 3 5 7 3
